Player Name,Rounds,Fairway Percentage,Year,Avg Distance,gir,Average Putts,Average Scrambling,Average Score,Points,Wins,Top 10,Average SG Putts,Average SG Total,SG:OTT,SG:APR,SG:ARG,Money
Graeme McDowell,56,69.15,2017,279,62.55,28.2,58.52,70.629,331,,,0.563,0.572,0.085,-0.036,-0.111,639770
Jim Herman,77,69.02,2017,292.5,68.07,29.77,56.15,70.931,553,,2,-0.127,0.368,0.422,0.143,-0.07,1205632
Ken Duke,77,68.62,2017,274.2,63.69,29.38,56.47,72.078,98,,,-0.452,-0.887,-0.179,-0.256,0,225907
Kyle Stanley,104,68.55,2017,296.5,70.39,29.63,58.35,69.989,"1,204",1,5,-0.309,0.951,0.659,0.562,0.038,3402106
Vaughn Taylor,90,68.28,2017,282.4,66.67,29,60.52,71.044,369,,,0.139,0.106,-0.001,0.135,-0.168,797385
Steve Wheatcroft,51,68.24,2017,280.5,60.99,28.51,63.64,71.577,138,,1,0.479,-0.162,0.259,-0.953,0.054,309518
Ben Crane,86,67.97,2017,278.5,65.68,29.13,59.02,71.091,281,,1,-0.155,-0.223,-0.15,-0.024,0.105,618483
Ryan Moore,82,67.9,2017,288,65.05,29.04,56.74,70.741,671,,2,-0.017,0.301,-0.006,0.498,-0.173,1751851
Spencer Levin,89,67.82,2017,279,65.56,29.38,61.1,71.516,201,,1,0.03,-0.4,-0.161,-0.195,-0.073,469730
Steven Alker,69,67.54,2017,276.9,65.17,29.14,59.75,71.638,121,,,-0.309,-0.412,-0.289,-0.212,0.398,218681
Chad Campbell,97,67.21,2017,285.6,69.07,29.51,64.63,70.509,616,,3,-0.286,0.405,0.041,0.506,0.144,1329941
Alex Cejka,85,67.19,2017,282.1,66.45,29.51,61.08,71.461,276,,1,-0.359,-0.452,-0.02,-0.2,0.127,618171
Russell Knox,75,67.09,2017,288,66.58,29.35,57.46,70.765,669,,4,-0.349,-0.144,0.102,0.181,-0.119,1643924
Kevin Kisner,105,67,2017,288.7,66.43,28.79,62.5,70.294,"1,612",1,7,0.388,1.148,0.257,0.334,0.065,4766936
David Hearn,93,66.75,2017,281,64.71,29.07,61.85,71.107,359,,2,-0.052,-0.096,-0.175,0.016,0.115,800710
Zach Johnson,81,66.54,2017,286.8,64.16,28.52,60.08,70.393,839,,4,0.417,0.584,-0.005,-0.007,0.226,2362968
Keegan Bradley,104,66.23,2017,299.4,68.93,29.36,59.49,70.437,794,,5,-0.216,0.629,0.625,0.139,0.004,1940478
K.J. Choi,72,66.23,2017,282.2,63.05,28.97,60.36,71.618,143,,,0.176,-0.264,-0.141,-0.511,0.213,292716
Roberto Castro,70,66.2,2017,280.2,63.89,29.5,60.14,71.808,164,,,-0.447,-0.479,-0.244,0.099,0.031,367362
Kevin Streelman,90,66.01,2017,294,66.67,29.47,60.04,70.873,541,,2,-0.281,0.169,0.292,0.197,-0.038,1313327
Richy Werenski,81,65.92,2017,291.2,67.42,29.31,60.6,71.171,423,,3,0,-0.223,0.203,-0.123,-0.303,890262
D.A. Points,68,65.83,2017,278.1,66.83,29.56,55.67,71.315,435,1,1,-0.478,-0.406,-0.436,0.421,0.087,893700
Chris Stroud,67,65.7,2017,286.8,66.2,29.03,59.33,70.815,627,1,3,-0.126,0.013,-0.094,0.173,0.06,1308445
Tim Wilkinson,64,65.68,2017,279.5,63.98,28.67,62.77,70.95,233,,,0.009,-0.053,-0.289,-0.31,0.538,411459
Webb Simpson,102,65.51,2017,286.2,65.26,28.52,65.15,70.018,"1,058",,4,0.049,0.945,-0.036,0.503,0.426,3209646
Brian Gay,82,65.47,2017,278.7,63.53,28.32,62.3,70.585,426,,3,0.451,0.282,-0.417,-0.006,0.254,942372
Matt Kuchar,95,65.36,2017,285.1,66.6,28.7,65.78,69.806,"1,260",,6,0.332,1.106,0.158,0.253,0.43,4282489
Lucas Glover,93,65.31,2017,298.1,70.08,29.52,60.13,70.139,706,,4,-0.026,0.933,0.502,0.301,0.14,1955822
Emiliano Grillo,90,65.29,2017,293,67.06,29.28,56.55,70.798,518,,2,-0.173,0.455,0.368,0.281,-0.116,1567015
Kyle Reifers,96,65.15,2017,286.1,65.97,29.73,58.44,71.587,241,,,-0.276,-0.418,-0.023,-0.337,0.218,454570
J.J. Spaun,92,65.11,2017,291.5,67.12,29.35,59.14,70.999,510,,3,-0.027,-0.072,0.316,-0.122,-0.24,1122611
Rory Sabbatini,71,64.91,2017,291.6,67.35,29.34,58.38,70.883,375,,1,-0.357,0.125,0.308,0.146,0.028,741617
Shane Lowry,52,64.86,2017,295.1,67.53,29.53,55.51,70.667,361,,1,0.479,1.088,0.582,0.231,-0.277,831411
Martin Laird,83,64.82,2017,296.1,65.61,28.92,60.94,70.45,676,,5,0.253,0.811,0.235,0.139,0.203,1759706
Rick Lamb,54,64.81,2017,298,66.89,29.44,54.03,71.978,269,,1,-0.254,-0.824,0.686,-0.578,-0.678,524372
Sam Saunders,76,64.69,2017,293.6,65.24,28.63,58.45,70.921,354,,2,0.138,0.071,0.348,-0.136,-0.28,678117
Brett Stegmaier,78,64.66,2017,288.7,66.74,29.97,50.11,72.115,131,,,-0.514,-1.265,-0.141,-0.117,-0.493,271031
John Huh,92,64.09,2017,287.1,65.78,29,63.65,70.851,382,,2,0.124,0.099,-0.049,-0.02,0.043,767575
Chris Kirk,89,63.93,2017,287,66.73,29.18,54.73,71.255,467,,3,-0.074,-0.228,-0.315,0.101,0.059,1216047
Scott Brown,95,63.89,2017,289,64.35,28.69,59.08,70.932,646,,2,0.276,-0.068,0.143,-0.225,-0.262,1748324
Graham DeLaet,82,63.68,2017,301.1,68.57,29.41,56.51,70.376,640,,6,0.291,0.768,0.486,0.427,-0.436,1603666
C.T. Pan,88,63.68,2017,287.1,67.53,29.74,60.29,71.109,527,,3,-0.013,-0.084,0.052,-0.092,-0.034,1267649
Jason Bohn,75,63.67,2017,275.9,63.15,29.39,57.11,72.133,73,,,-0.133,-1.141,-0.685,-0.246,-0.076,165910
Ben Martin,86,63.67,2017,291.7,66.6,29.25,58.53,70.954,378,,2,-0.044,0.163,0.138,0.297,-0.227,850319
Miguel Angel Carballo,63,63.61,2017,288.1,64.91,29.6,54.72,72.363,81,,,-0.32,-1.358,0.139,-1.035,-0.142,186623
Paul Casey,94,63.46,2017,297,69.96,29.02,64.52,69.469,"1,135",,6,0.133,1.537,0.349,0.939,0.122,3906974
Hunter Mahan,73,63.4,2017,294.5,64.55,29.58,58.06,71.811,130,,,0.268,-0.568,0.376,-0.886,-0.326,277235
Julián Etulain,68,63.34,2017,293.5,66.75,29.13,58.62,71.338,220,,1,0.078,-0.307,-0.035,-0.292,-0.058,448214
Jason Dufner,89,63.3,2017,294.5,67.15,29.21,57.72,70.259,"1,126",1,2,-0.001,0.734,0.268,0.519,-0.133,3310341
Rickie Fowler,78,63.29,2017,300.5,66.98,28.32,62.85,69.083,"1,832",1,9,0.852,1.875,0.378,0.408,0.349,6083197
Johnson Wagner,71,63.18,2017,288.1,66.93,29.54,55.73,71.429,321,,2,0.12,-0.336,-0.081,-0.088,-0.287,685306
James Hahn,96,63.14,2017,293.9,66.09,29.36,60.58,70.925,711,,4,0.036,0.26,0.177,0.016,0.03,1841314
Peter Malnati,91,63.1,2017,282.3,62.48,28.4,61.5,71.399,182,,,0.451,-0.184,-0.262,-0.563,0.19,358541
Adam Hadwin,98,62.85,2017,290.7,64.89,28.43,63.47,70.583,"1,347",1,5,0.409,0.64,0.003,0.183,-0.044,3455012
Russell Henley,99,62.79,2017,297.6,67.32,28.99,57.22,70.027,"1,129",1,4,0.434,0.917,0.31,0.196,0,3413876
Danny Lee,93,62.72,2017,291.1,66.1,28.81,55.43,70.86,697,,4,0.247,0.325,0.037,0.304,-0.263,1611331
Daniel Summerhays,100,62.69,2017,286.9,63.02,28.97,56.76,71.197,348,,1,0.11,0.146,-0.05,-0.062,0.051,826124
Jonathan Randolph,68,62.67,2017,287.2,62.71,28.9,56.82,71.642,221,,1,-0.076,-0.506,0.03,-0.221,-0.149,511032
Geoff Ogilvy,80,62.59,2017,286.5,65.51,29.29,60.85,71.056,390,,1,0.043,-0.152,-0.064,-0.327,0.196,867249
J.J. Henry,92,62.58,2017,294.1,69.44,30.42,56.66,71.164,365,,2,-0.43,-0.172,0.208,0.05,0,734874
Ian Poulter,72,62.55,2017,283.5,64.46,28.44,67.36,70.045,760,,2,0.025,0.936,-0.162,0.573,0.501,2098346
Brendan Steele,89,62.28,2017,299.9,67.29,29.4,60.51,70.503,"1,226",1,4,-0.013,0.77,0.387,0.411,0.09,2907095
David Lingmerth,79,62.12,2017,289.8,62.83,28.15,58.53,70.755,437,,1,0.484,0.373,-0.032,0.054,-0.031,1070754
Brian Harman,104,62.07,2017,289.6,63.19,28.3,62.74,70.402,"1,557",1,7,0.6,0.581,0.015,-0.198,0.329,4396470
Brandt Snedeker,53,61.98,2017,280.8,66.06,28.5,64.06,70.055,663,,4,0.572,0.862,-0.311,0.503,0.314,1625806
Fabián Gómez,61,61.81,2017,285.1,64.69,29.15,58.67,71.61,168,,,-0.006,-0.407,0.022,-0.429,0.006,332352
Michael Thompson,60,61.72,2017,284.8,63.69,28.88,58.74,71.207,278,,1,0.84,-0.173,-0.431,-0.373,-0.208,568991
Nick Taylor,97,61.66,2017,291.6,66.14,29.38,61.83,70.817,532,,4,-0.191,0.151,0.168,0.053,0.121,1255259
Blayne Barber,77,61.62,2017,291.2,67.61,29.08,55.8,71.163,381,,1,0.402,0.013,0.041,-0.123,-0.306,823082
Patrick Cantlay,52,61.47,2017,298.9,69.21,29.19,60.15,69.971,578,,2,0.159,1.269,0.623,0.467,0.021,2049632
Pat Perez,93,61.46,2017,290.6,66.04,28.66,63.38,70.25,"1,461",1,5,0.346,0.877,-0.147,0.222,0.44,4361400
Sergio Garcia,65,61.08,2017,300.9,69.73,29.38,61.39,69.596,"1,085",1,2,-0.311,0.941,0.795,0.378,0.182,3522476
Ryan Blaum,100,60.94,2017,284.1,65.28,28.82,60,70.866,434,,2,0.334,0.047,-0.198,-0.032,-0.057,962768
Rod Pampling,71,60.83,2017,287.8,64.01,29.97,52.83,71.861,630,1,1,-0.518,-0.677,-0.11,-0.231,0.183,1539422
Troy Merritt,82,60.79,2017,289.8,64.71,28.88,58.51,71.398,265,,1,-0.017,-0.146,-0.118,-0.018,-0.009,569682
Brett Drewitt,57,60.73,2017,286.4,64.78,29.36,59.23,72.13,95,,,-0.457,-1.035,-0.209,-0.314,-0.054,184388
Billy Hurley III,80,60.57,2017,276.9,63.61,28.76,58.78,71.176,333,,1,0.374,0.11,-0.812,0.432,0.117,719579
Shawn Stefani,72,60.53,2017,294,67.48,29.28,59.55,70.983,188,,1,-0.057,-0.043,0.01,-0.119,0.122,404377
Kevin Na,86,60.46,2017,283.6,65.46,28.79,62.06,70.399,584,,4,0.265,0.755,-0.406,0.631,0.288,1728351
Mark Hubbard,81,60.41,2017,282.7,65.39,29.5,58.57,71.871,124,,,-0.2,-0.702,-0.539,0.101,-0.064,267968
Morgan Hoffmann,92,60.39,2017,293.9,63.57,28.81,60.14,71.107,565,,1,0.078,-0.06,0.165,-0.419,0.115,1278568
Rafa Cabrera Bello,63,60.33,2017,291,62.6,28.8,60.74,70.693,615,,4,0.473,0.101,-0.223,-0.171,0.068,1934675
Hudson Swafford,94,60.27,2017,305.1,68.21,29.49,55.53,70.618,921,1,4,-0.005,0.314,0.454,0.202,-0.337,2246090
Cameron Percy,71,60.18,2017,292.5,69.91,29.78,60.23,71.03,291,,1,-0.205,-0.082,-0.019,0.266,-0.123,623694
Jonas Blixt,74,60.1,2017,288.8,61.51,28.16,58.56,71.283,578,1,1,0.536,-0.341,-0.3,-0.614,0.037,1408288
Kelly Kraft,75,60.06,2017,291.9,63.15,29.32,53.5,71.491,672,,3,-0.157,-0.681,-0.205,0.159,-0.479,1638045
Daniel Berger,91,60.02,2017,296.5,66.93,28.73,62.8,70.121,"1,623",1,6,0.149,1.032,0.282,0.57,-0.09,4287161
Louis Oosthuizen,69,59.98,2017,295.2,65.13,28.91,62.91,70.22,956,,3,0.53,1.179,0.301,0.215,0.189,3105422
Mark Anderson,54,59.97,2017,283.8,65.6,29.13,61.18,71.5,98,,1,-0.016,-0.325,-0.149,-0.241,0.082,188806
Sean O'Hair,84,59.91,2017,297.2,66.19,29.06,57.52,70.801,707,,5,0.107,0.422,0.252,0.118,-0.101,1873856
Bud Cauley,92,59.83,2017,296,67.38,29.24,59.21,70.432,666,,5,-0.273,0.561,0.264,0.588,-0.05,1553685
Anirban Lahiri,72,59.82,2017,297,63.43,28.6,55.06,70.799,667,,2,-0.336,-0.186,0.234,-0.143,0.059,1944289
Greg Chalmers,75,59.8,2017,278,59.86,28.17,59.26,71.758,156,,,0.316,-0.533,-0.496,-0.529,0.175,344631
Billy Horschel,88,59.8,2017,299.5,68.19,29.86,54.47,70.832,"1,068",1,4,0.084,0.138,0.224,0.02,-0.324,2697960
Tyrone Van Aswegen,105,59.79,2017,287.2,66.38,29.36,58.94,71.181,407,,1,-0.32,-0.217,-0.067,0.084,0.085,806410
Michael Kim,94,59.71,2017,289.6,65.68,28.96,58.81,70.707,483,,1,0.229,0.247,-0.247,0.158,0.106,1018204
Sung Kang,104,59.65,2017,296.4,66.07,29.08,56.98,70.496,798,,3,0.154,0.478,0.255,0.251,-0.182,1943309
Mackenzie Hughes,106,59.63,2017,294.3,64.74,29.07,58.64,71.044,974,1,2,0.492,0.172,0.021,-0.404,0.063,2355553
Harold Varner III,101,59.61,2017,302.4,67.68,29.69,56.94,70.966,375,,1,-0.402,0.109,0.262,0.33,-0.081,918779
Bubba Watson,71,59.58,2017,305.6,63.02,29.28,55.67,71.175,397,,3,-0.187,0.116,0.647,-0.175,-0.201,1223129
Robert Garrigus,78,59.52,2017,300.7,69.52,29.46,54.94,70.712,448,,3,-0.456,0.253,0.422,0.477,-0.19,880905
Jordan Spieth,85,59.48,2017,295,69.97,28.34,61.75,68.846,"2,671",3,8,0.278,1.988,0.321,0.896,0.429,9433033
Scott Piercy,70,59.32,2017,295.1,66.84,29.38,50,71.235,532,,4,-0.526,-0.214,0.19,0.311,-0.25,1317452
Chad Collins,66,59.31,2017,281.4,60.93,28.47,63.07,71.77,305,,2,0.079,-0.454,-0.573,-0.254,0.294,693743
Jason Kokrak,95,59.26,2017,305.7,66.97,29.99,54.9,70.961,490,,1,-0.405,0.073,0.607,0.077,-0.226,1173708
J.T. Poston,95,59.24,2017,294.8,65.69,28.79,59.62,70.982,340,,1,-0.117,0.079,0.156,0.053,-0.062,662565
Gary Woodland,94,58.9,2017,306.9,69.35,29.76,58.21,70.482,"1,052",,5,-0.381,0.692,0.431,0.571,0.039,2980225
Jon Rahm,90,58.61,2017,305.8,68.79,28.81,63.74,69.561,"1,754",1,7,0.256,1.871,0.949,0.515,0.057,6123248
Justin Rose,66,58.48,2017,300.4,68.19,29.15,59.44,69.699,996,,4,-0.063,1.268,0.559,0.363,0.373,4245308
Brian Campbell,55,58.2,2017,296,63.29,28.63,56.68,71.924,132,,,0.385,-0.428,0.063,-0.75,-0.126,237537
Branden Grace,70,58.19,2017,290.6,66.2,29.36,61.28,70.862,510,,2,-0.248,0.283,0.18,0.173,0.165,1315054
Tag Ridings,67,58.18,2017,301.6,65.91,29.19,57.73,71.176,237,,1,0.203,0.03,0.295,-0.356,-0.111,489927
Cameron Tringale,89,58.15,2017,280.9,64.39,28.9,58.83,71.343,337,,3,0.125,-0.14,-0.75,0.089,0.396,792814
Bill Haas,92,58.05,2017,292.3,67.28,29.09,63.1,70.011,946,,3,0.055,0.763,-0.047,0.399,0.516,2842173
Bryson DeChambeau,91,58.04,2017,299.1,65.77,29.15,57.65,70.866,836,1,2,-0.193,0.243,0.42,-0.02,-0.016,1817054
Wesley Bryan,95,57.89,2017,279.6,60.92,28.12,61.5,71.062,"1,046",1,5,0.34,0.167,-0.899,0.421,0.141,2495751
Retief Goosen,52,57.79,2017,291.8,63.89,29.09,60.2,71.425,205,,1,-0.425,-0.39,-0.001,0.009,0.027,414363
Charley Hoffman,112,57.72,2017,298.3,66.13,29,56.78,70.351,"1,498",,7,-0.012,0.78,0.586,0.349,-0.031,4161008
Xander Schauffele,96,57.68,2017,306.3,67.74,29.1,56.95,70.163,988,1,3,0.402,0.724,0.554,0.011,-0.086,4312674
Marc Leishman,94,57.64,2017,298.1,67.38,28.77,60.99,69.468,"1,324",1,5,0.356,1.424,0.319,0.41,0.337,5866391
Kevin Chappell,95,57.61,2017,304.7,65.05,29.35,56.56,70.779,"1,015",1,4,-0.303,0.459,0.442,0.294,0.106,3149615
Hideki Matsuyama,83,57.61,2017,302.9,69.14,28.96,61.25,69.624,"2,869",3,7,-0.345,1.058,0.508,0.758,0.346,8380570
Bryce Molder,74,57.6,2017,277,61.79,28.66,59.14,71.817,109,,,0.383,-0.846,-1.098,-0.431,0.301,216892
Robert Streb,98,57.58,2017,294.3,65.19,29.13,58.91,70.7,577,,2,0.003,0.078,-0.159,-0.072,0.305,1588287
Tony Finau,106,57.53,2017,309.2,68.96,29.26,59.38,69.987,"1,024",,6,-0.133,1.147,0.826,0.39,0.065,2838629
Jhonattan Vegas,95,57.28,2017,300.8,65.91,29.58,58.15,71.054,"1,023",1,3,-0.413,0.174,0.394,0.172,-0.06,2944738
Matt Jones,64,57.09,2017,302.6,63.1,28.7,63.17,70.719,248,,,0.17,0.278,0.073,-0.468,0.503,510622
Scott Stallings,81,57.04,2017,297.6,67.89,29.65,55.51,70.811,438,,3,-0.32,0.02,0.049,0.375,-0.084,955337
Ryan Palmer,61,56.94,2017,303.1,65.9,30.08,57.83,71.116,336,,3,-1.159,-0.127,0.533,0.555,-0.058,772560
Byeong Hun An,77,56.76,2017,299.9,64.52,29.2,55.93,70.887,468,,3,-0.375,0.617,0.524,0.369,0.071,1236090
Dominic Bozzelli,69,56.57,2017,294.4,61.97,28.6,57.75,71.49,394,,3,-0.033,-0.449,0.051,-0.342,-0.125,868519
Jamie Lovemark,98,56.54,2017,304.5,65.94,28.87,60.11,70.391,787,,4,-0.017,0.709,0.319,0.183,0.258,1886972
Patrick Reed,107,56.52,2017,295.3,62.09,28.33,60.92,70.453,896,,3,0.577,0.893,0.199,-0.049,0.25,3055111
Luke Donald,50,56.5,2017,278.5,61.92,28.56,59.88,70.831,424,,1,0.704,0.047,-1.001,-0.078,0.422,958850
Dustin Johnson,77,56.44,2017,314.4,69.61,29,62.63,69.549,"2,466",3,7,0.019,1.972,1.071,0.67,0.121,8732193
Brad Fritsch,56,56.4,2017,288.3,64.21,29.54,56.42,71.855,74,,,-0.596,-0.719,-0.432,0.235,0.075,166440
Cameron Smith,86,56.26,2017,292.6,63.14,28.52,58.64,70.909,847,1,4,0.084,0.502,-0.13,0.149,0.399,2123216
Nicholas Lindheim,58,56.19,2017,287.1,65.67,29.25,56.65,72.205,93,,,0.336,-1.285,-0.733,-0.578,-0.311,175107
Grayson Murray,94,56.01,2017,308.2,63.95,28.68,53.77,71.064,638,1,2,-0.082,0.064,0.353,-0.032,-0.176,1468728
Tom Hoge,54,55.99,2017,285.1,66.06,28.72,60.14,71.326,187,,2,0.019,-0.274,-0.352,0.235,-0.176,373092
Adam Scott,58,55.99,2017,306.1,66.87,29.29,59.28,69.996,642,,4,-0.097,1.066,0.524,0.536,0.043,1695144
Jimmy Walker,68,55.97,2017,295.7,63.75,28.86,57.92,71.155,439,,1,0.135,0.355,-0.258,0.518,-0.123,1101162
Si Woo Kim,80,55.92,2017,288.4,58.84,29.13,55.13,72.253,839,1,2,-0.392,-1.222,-0.236,-0.447,0.11,2681177
Andres Gonzales,73,55.75,2017,299.2,67.71,29.06,61.85,71.112,226,,1,0.023,0.02,-0.104,-0.089,0.19,422078
Nick Watney,75,55.67,2017,300.9,66.43,29.45,58.99,70.685,386,,1,-0.113,0.171,-0.063,0.585,-0.238,824162
Luke List,102,55.63,2017,311.5,69.1,29.52,56.33,70.428,741,,3,-0.426,0.691,0.6,0.443,0.074,1813219
Derek Fathauer,81,55.49,2017,286.5,62.81,28.64,53.78,71.568,408,,2,0.094,-0.647,-0.456,-0.136,-0.149,898491
Phil Mickelson,85,55.05,2017,293.5,62.85,28.25,60,70.168,734,,4,0.337,1.048,-0.058,0.553,0.216,2102599
Rory McIlroy,51,54.97,2017,316.7,65.94,28.65,63.12,69.529,803,,6,-0.304,1.212,0.965,0.322,0.095,2430182
Smylie Kaufman,76,54.79,2017,304.8,65.26,29.24,55.18,71.432,316,,1,-0.137,-0.177,0.091,-0.059,-0.073,784758
Cody Gribble,79,54.77,2017,297.2,62.7,28.53,54.74,71.581,514,1,2,0.461,-0.524,-0.338,-0.586,-0.061,1305554
Charles Howell III,86,54.72,2017,296.9,67.01,29.11,62.63,70.371,"1,102",,5,0.172,0.492,0.016,0.223,0.081,2606383
Ernie Els,52,54.48,2017,283.6,56.6,28.52,56,72.179,50,,,0.458,-0.685,-0.565,-0.504,-0.067,155926
Sebastián Muñoz,51,54.45,2017,296,63.15,28.84,56.92,71.263,241,,1,0.358,0.169,0.031,-0.077,-0.143,563900
Camilo Villegas,76,54.37,2017,288.7,61.88,28.31,62.35,70.881,464,,2,0.4,0.218,-0.524,0.107,0.235,971420
Ricky Barnes,100,54.32,2017,284.9,63.53,28.62,60.1,71.221,324,,,0.26,-0.027,-0.638,0.238,0.114,697624
Whee Kim,74,54.32,2017,289.4,62.09,28.12,62.07,70.964,505,,2,0.443,-0.232,-0.665,-0.148,0.163,1125368
Stewart Cink,93,54.15,2017,295.8,68.54,29.11,58.53,70.213,583,,3,0.286,1.043,-0.019,0.793,-0.05,1463922
Brooks Koepka,88,54.14,2017,310.5,62.28,28.32,56.2,69.847,"1,736",1,6,0.581,0.954,0.546,0.058,0.019,5612397
Justin Thomas,86,54.09,2017,309.3,67.33,28.29,60.54,69.359,"2,689",4,9,0.332,1.724,0.452,0.738,0.289,9921560
Jason Day,71,53.73,2017,306.3,63.98,28.22,59.04,70.115,756,,3,0.354,1.109,0.311,-0.004,0.273,2978181
Charl Schwartzel,63,53.59,2017,298.4,61.69,28.45,60.5,70.211,727,,3,0.257,0.803,-0.023,0.399,0.127,2156036
Seamus Power,86,53.27,2017,298.1,65.63,28.46,63.43,70.543,350,,1,0.174,0.538,-0.067,0.202,0.229,646180
Gonzalo Fernandez-Castaño,63,53.26,2017,292.1,62.2,28.41,64.3,71.484,118,,,0.489,-0.078,-0.375,-0.312,0.12,258162
Trey Mullinax,88,53.26,2017,308.8,66.24,29,55.91,71.027,330,,1,-0.057,-0.184,0.427,-0.195,-0.169,758141
Seung-Yul Noh,91,53.09,2017,298.5,65.58,28.74,59.18,70.955,446,,3,0.244,0.186,-0.541,0.044,0.439,1080706
Patrick Rodgers,76,52.9,2017,306.3,65.84,29.85,53.63,71.432,639,,3,-0.066,-0.716,-0.044,-0.529,-0.077,1346322
Martin Flores,88,52.79,2017,300.6,70.64,29.86,57.01,70.885,383,,2,0.242,-0.015,-0.024,0.047,-0.28,830057
Patton Kizzire,84,52.54,2017,293,63.52,29.09,54.31,71.598,519,,3,-0.103,-0.578,-0.744,0.29,-0.021,1110395
Kevin Tway,96,52.48,2017,309.2,64.71,28.86,59.03,70.868,619,,3,0.261,0.433,0.288,-0.168,0.053,1472613
Brandon Hagy,85,52.46,2017,312.7,64.5,29.06,60.16,70.875,419,,1,0.109,0.293,0.459,-0.393,0.118,861227
Aaron Baddeley,61,52.25,2017,292.6,62.57,28.49,59.9,71.483,325,,2,0.044,-0.172,-0.782,0.256,0.31,755356
Carl Pettersson,63,51.94,2017,280.2,57.91,28.34,53.91,72.419,74,,,0.172,-1.283,-1.123,-0.385,0.052,164621
Ryo Ishikawa,56,51.92,2017,288.8,63.29,28.86,57.84,71.99,148,,1,-0.204,-1.132,-0.58,-0.328,-0.021,319748
Ollie Schniederjans,92,51.89,2017,300.7,66.03,29.15,58.65,70.704,882,,5,-0.019,0.383,0.125,0.309,-0.032,1935669
Ryan Brehm,83,51.13,2017,310.5,67.5,29.55,57.14,71.178,188,,,-0.149,-0.16,0.137,-0.06,-0.099,396258
Harris English,84,49.8,2017,301.2,63.73,28.71,59.79,70.848,397,,2,0.374,0.017,-0.644,0.138,0.169,864959
J.B. Holmes,83,49.75,2017,306.4,62.19,28.88,56.12,70.66,543,,2,-0.032,0.521,0.533,0.039,0.137,1353584
Matt Every,76,48.41,2017,297.7,60.16,28.94,48.01,72.671,175,,,-0.272,-1.454,-0.734,-0.141,-0.306,351412
Andrew Loupe,55,45.93,2017,311.3,59.83,29.63,50.27,72.803,105,,1,-0.242,-1.416,-0.348,-0.424,-0.403,273070
Steven Bowditch,59,45.37,2017,287.3,53.54,29.2,51.96,74.4,9,,,-0.15,-2.889,-1.717,-1.26,0.238,24650
Colt Knost,90,73.36,2016,269.7,65.25,28.83,61.9,70.785,803,,3,0.384,0.324,-0.178,0.257,-0.139,1594587
Thomas Aiken,70,72.36,2016,290.5,70.2,30.08,56.21,71.326,268,,,0.006,0.156,0.438,0.101,-0.39,347686
Jerry Kelly,76,71.2,2016,278.2,66.67,29.17,64.04,70.937,692,,2,-0.214,0.167,0.013,0.427,-0.059,1328657
Brian Stuard,66,71.07,2016,277.7,63.3,28.76,62.16,71.242,680,1,1,-0.022,-0.093,-0.1,-0.11,0.14,1666014
Zac Blair,99,69.86,2016,275.3,62.34,28.69,62.73,71.49,553,,2,0.195,-0.37,-0.068,-0.498,0.001,903459
Roberto Castro,97,69.37,2016,284.2,69.13,29.25,60.11,70.588,810,,3,-0.257,0.587,0.217,0.437,0.19,2520574
Jim Furyk,52,69.09,2016,280.8,68.27,29.71,57.24,70.13,591,,3,0.067,0.53,-0.234,0.465,0.232,1538204
Russell Knox,92,68.51,2016,285.8,69.73,29.52,61.86,70.319,"2,001",2,4,-0.054,0.506,0.13,0.357,0.073,4885906
John Huh,86,68.3,2016,284.7,66.21,29.07,62.09,71.104,526,,3,-0.209,-0.05,0.015,0.07,0.073,1007219
Chez Reavie,90,68.22,2016,287.3,68.09,29.05,62.75,70.661,630,,2,-0.262,0.5,0.262,0.567,-0.068,1086964
David Toms,62,67.98,2016,269.7,65.5,29.21,61.04,70.872,455,,1,0.132,0.38,-0.39,0.36,0.278,774522
Spencer Levin,104,67.79,2016,281.3,66.33,29,59.41,70.927,644,,2,0.008,0.238,0.043,0.003,0.183,1179882
Graeme McDowell,63,67.7,2016,281.4,64.44,29.22,58.85,70.899,"1,142",1,5,-0.208,-0.178,-0.129,0.161,-0.003,2596170
Jason Bohn,67,67.56,2016,276.3,66.33,28.79,56.16,71.126,667,,3,0.032,-0.22,-0.259,0.272,-0.265,1369705
David Lingmerth,84,67.36,2016,284.8,63.99,28.75,59.57,71.05,859,,2,0.055,0.261,0.193,0.116,-0.103,1863783
Boo Weekley,83,66.98,2016,291.5,67.87,29.42,58.33,71,532,,2,-0.225,0.082,0.571,-0.09,-0.174,991660
Emiliano Grillo,93,66.93,2016,294.3,68.52,29.67,55.1,70.637,"1,109",1,1,-0.056,0.479,0.446,0.255,-0.167,3371705
Ryan Moore,86,66.52,2016,283.2,65.78,28.58,60.12,70.317,"1,235",1,6,0.351,0.895,-0.112,0.418,0.237,3701034
Mark Wilson,66,66.2,2016,274.7,64.96,29.48,60.36,71.436,225,,,-0.155,-0.554,-0.501,-0.061,0.163,306866
K.J. Choi,73,66.18,2016,275.3,65.37,28.84,61.54,71.093,705,,2,0.352,0.178,-0.511,0.166,0.171,1328448
David Hearn,95,65.94,2016,281.2,68.25,29.08,61.14,70.87,599,,1,0.214,0.525,-0.303,0.532,0.081,1211514
Alex Cejka,71,65.89,2016,281.5,67.99,28.55,65.03,70.675,754,,4,0.011,0.642,-0.292,0.626,0.297,1566308
