STATE,YEAR,ENROLL,TOTAL_REVENUE,FEDERAL_REVENUE,STATE_REVENUE,LOCAL_REVENUE,TOTAL_EXPENDITURE,INSTRUCTION_EXPENDITURE,SUPPORT_SERVICES_EXPENDITURE,OTHER_EXPENDITURE,CAPITAL_OUTLAY_EXPENDITURE,GRADES_PK_G,GRADES_KG_G,GRADES_4_G,GRADES_8_G,GRADES_12_G,GRADES_1_8_G,GRADES_9_12_G,GRADES_ALL_G,GRADES_PK_AM,GRADES_KG_AM,GRADES_4_AM,GRADES_8_AM,GRADES_12_AM,GRADES_1_8_AM,GRADES_9_12_AM,GRADES_ALL_AM,GRADES_PK_AS,GRADES_KG_AS,GRADES_4_AS,GRADES_8_AS,GRADES_12_AS,GRADES_1_8_AS,GRADES_9_12_AS,GRADES_ALL_AS,GRADES_PK_HI,GRADES_KG_HI,GRADES_4_HI,GRADES_8_HI,GRADES_12_HI,GRADES_1_8_HI,GRADES_9_12_HI,GRADES_ALL_HI,GRADES_PK_BL,GRADES_KG_BL,GRADES_4_BL,GRADES_8_BL,GRADES_12_BL,GRADES_1_8_BL,GRADES_9_12_BL,GRADES_ALL_BL,GRADES_PK_WH,GRADES_KG_WH,GRADES_4_WH,GRADES_8_WH,GRADES_12_WH,GRADES_1_8_WH,GRADES_9_12_WH,GRADES_ALL_WH,GRADES_PK_HP,GRADES_KG_HP,GRADES_4_HP,GRADES_8_HP,GRADES_12_HP,GRADES_1_8_HP,GRADES_9_12_HP,GRADES_ALL_HP,GRADES_PK_TR,GRADES_KG_TR,GRADES_4_TR,GRADES_8_TR,GRADES_12_TR,GRADES_1_8_TR,GRADES_9_12_TR,GRADES_ALL_TR,GRADES_PK_AMM,GRADES_KG_AMM,GRADES_4_AMM,GRADES_8_AMM,GRADES_12_AMM,GRADES_1_8_AMM,GRADES_9_12_AMM,GRADES_ALL_AMM,GRADES_PK_AMF,GRADES_KG_AMF,GRADES_4_AMF,GRADES_8_AMF,GRADES_12_AMF,GRADES_1_8_AMF,GRADES_9_12_AMF,GRADES_ALL_AMF,GRADES_PK_ASM,GRADES_KG_ASM,GRADES_4_ASM,GRADES_8_ASM,GRADES_12_ASM,GRADES_1_8_ASM,GRADES_9_12_ASM,GRADES_ALL_ASM,GRADES_PK_ASF,GRADES_KG_ASF,GRADES_4_ASF,GRADES_8_ASF,GRADES_12_ASF,GRADES_1_8_ASF,GRADES_9_12_ASF,GRADES_ALL_ASF,GRADES_PK_HIM,GRADES_KG_HIM,GRADES_4_HIM,GRADES_8_HIM,GRADES_12_HIM,GRADES_1_8_HIM,GRADES_9_12_HIM,GRADES_ALL_HIM,GRADES_PK_HIF,GRADES_KG_HIF,GRADES_4_HIF,GRADES_8_HIF,GRADES_12_HIF,GRADES_1_8_HIF,GRADES_9_12_HIF,GRADES_ALL_HIF,GRADES_PK_BLM,GRADES_KG_BLM,GRADES_4_BLM,GRADES_8_BLM,GRADES_12_BLM,GRADES_1_8_BLM,GRADES_9_12_BLM,GRADES_ALL_BLM,GRADES_PK_BLF,GRADES_KG_BLF,GRADES_4_BLF,GRADES_8_BLF,GRADES_12_BLF,GRADES_1_8_BLF,GRADES_9_12_BLF,GRADES_ALL_BLF,GRADES_PK_WHM,GRADES_KG_WHM,GRADES_4_WHM,GRADES_8_WHM,GRADES_12_WHM,GRADES_1_8_WHM,GRADES_9_12_WHM,GRADES_ALL_WHM,GRADES_PK_WHF,GRADES_KG_WHF,GRADES_4_WHF,GRADES_8_WHF,GRADES_12_WHF,GRADES_1_8_WHF,GRADES_9_12_WHF,GRADES_ALL_WHF,GRADES_PK_HPM,GRADES_KG_HPM,GRADES_4_HPM,GRADES_8_HPM,GRADES_12_HPM,GRADES_1_8_HPM,GRADES_9_12_HPM,GRADES_ALL_HPM,GRADES_PK_HPF,GRADES_KG_HPF,GRADES_4_HPF,GRADES_8_HPF,GRADES_12_HPF,GRADES_1_8_HPF,GRADES_9_12_HPF,GRADES_ALL_HPF,GRADES_PK_TRM,GRADES_KG_TRM,GRADES_4_TRM,GRADES_8_TRM,GRADES_12_TRM,GRADES_1_8_TRM,GRADES_9_12_TRM,GRADES_ALL_TRM,GRADES_PK_TRF,GRADES_KG_TRF,GRADES_4_TRF,GRADES_8_TRF,GRADES_12_TRF,GRADES_1_8_TRF,GRADES_9_12_TRF,GRADES_ALL_TRF,AVG_MATH_4_SCORE,AVG_MATH_8_SCORE,AVG_READING_4_SCORE,AVG_READING_8_SCORE
DELAWARE,2017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,236.1275617,278.0234989,221.4822174,263.0890898
DEPARTMENT_OF_DEFENSE,2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DEPARTMENT_OF_DEFENSE_EDUCATION_ACTIVITY,2015,,,,,,,,,,,3991,7470,6645,4839,2924,49894,13615,67500,30,40,29,25,14,231,88,349,141,360,405,376,275,3046,1151,4338,861,1545,1355,997,558,10294,2639,13794,429,793,844,658,360,6297,1769,8495,1994,3580,3015,2092,1241,22514,5799,30307,54,122,111,98,63,841,272,1167,374,847,743,518,357,5660,1643,7677,20,16,13,10,5,121,38,179,10,24,16,15,9,110,50,170,79,176,200,197,138,1535,561,2175,62,184,205,179,137,1511,590,2163,457,821,697,518,303,5190,1366,7013,404,724,658,479,255,5104,1273,6781,202,387,399,305,167,3161,887,4250,227,406,445,353,193,3136,882,4245,1134,1858,1527,1075,639,11426,2969,15529,860,1722,1488,1017,602,11088,2830,14778,30,70,52,42,33,395,143,568,24,52,59,56,30,446,129,599,215,434,383,248,171,2836,836,3887,159,413,360,270,186,2824,807,3790,,,,
DISTRICT_OF_COLUMBIA,1992,,709480,64749,0,644731,742893,329160,316679,,47272,4818,6667,5832,5000,3433,47009,18173,70000,1,2,1,0,1,8,5,14,49,88,91,57,52,549,315,913,281,428,319,241,186,2524,1138,3943,4246,5756,5154,4575,3102,41931,16302,62479,241,393,267,127,92,1997,413,2651,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,192.6005531,234.9246213,178.5576117,265.976765
DISTRICT_OF_COLUMBIA,1993,80937,721151,73882,0,647269,719440,339266,302281,39819,38074,5216,6986,5870,4935,3303,46917,17854,69987,0,1,0,0,0,12,1,13,54,75,72,54,76,593,317,964,338,475,351,246,195,2821,1216,4375,4588,6049,5179,4487,2947,41419,15876,61883,236,386,268,148,85,2072,444,2752,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DISTRICT_OF_COLUMBIA,1994,80678,735720,79432,0,656288,769818,351028,332951,63271,22568,5508,7628,5783,5031,3203,46557,16950,69015,0,2,3,2,1,21,4,25,43,83,71,75,59,585,310,938,412,583,327,322,158,3051,1173,4636,4818,6592,5072,4525,2890,40858,15041,60717,234,368,310,108,95,2043,422,2699,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DISTRICT_OF_COLUMBIA,1995,80450,700111,65527,0,634584,708224,336543,301371,38207,32103,5387,7736,5852,4749,2972,46492,16727,68606,1,2,3,0,3,20,11,32,63,81,86,79,70,613,316,992,442,593,401,306,205,3178,1231,4851,4667,6699,5080,4235,2612,40604,14770,60041,214,361,282,129,82,2077,399,2690,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DISTRICT_OF_COLUMBIA,1996,79802,678874,57870,0,621004,703245,334893,312944,39956,15452,5044,7469,5442,4625,3042,46313,16241,67598,4,2,2,0,14,27,37,68,57,93,76,65,60,609,314,980,430,607,382,333,213,3282,1230,4942,4350,6432,4711,4083,2659,40384,14233,58967,203,335,271,144,96,2011,427,2641,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,187.13467,232.8315095,181.6269905,264.9384658
DISTRICT_OF_COLUMBIA,1997,78648,711625,73177,0,638448,686059,337401,272058,23494,53106,5156,6982,5357,4376,2961,45470,15896,66522,3,6,4,1,1,21,5,29,55,98,75,81,63,647,334,1036,442,595,404,285,191,3310,1250,5002,4454,5990,4600,3869,2607,39511,13847,57812,202,293,274,140,99,1981,460,2643,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DISTRICT_OF_COLUMBIA,1998,77111,706938,116366,0,590572,716740,283484,339972,33393,59891,4831,6446,5607,4083,2572,42997,13932,61760,1,2,3,4,1,21,6,28,59,87,86,70,64,627,341,1027,431,653,464,305,211,3522,1238,5191,4131,5395,4782,3574,2214,36943,11901,52975,209,309,272,130,82,1884,446,2539,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DISTRICT_OF_COLUMBIA,1999,71889,758072,122970,0,635102,738942,314138,351290,29741,43773,4774,6617,6070,4408,2897,45931,15849,66554,2,1,1,1,0,18,7,27,63,87,75,79,69,622,321,1006,431,621,476,342,228,3759,1260,5450,3804,5013,4773,3420,2407,35682,12425,51911,193,323,265,147,107,1900,470,2563,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DISTRICT_OF_COLUMBIA,2000,70762,881423,184825,0,696598,858807,318260,429891,23107,87549,4289,5357,5830,3371,2785,41330,13781,59400,3,5,2,0,2,21,8,32,67,98,75,68,66,622,303,992,475,609,529,306,214,3833,1269,5577,3558,4357,4956,2847,2386,34984,11701,50243,186,288,268,150,117,1870,500,2556,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,193.2897745,234.4287981,190.5180731,252.5017054
DISTRICT_OF_COLUMBIA,2001,68925,1042261,114876,0,927385,1026146,412276,394656,35108,184106,4105,5203,5561,3662,2815,41292,13530,58927,0,6,4,3,1,18,5,23,74,88,77,84,77,612,329,1015,430,610,518,340,229,3880,1348,5658,3384,4175,4739,3112,2369,34992,11312,49688,217,324,223,123,139,1790,536,2543,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DISTRICT_OF_COLUMBIA,2002,68449,1138126,141514,0,996612,1145684,452905,431693,42192,218894,4703,5475,6078,4605,3008,45011,15374,65088,4,4,2,3,2,21,11,36,77,98,64,75,66,622,318,1017,528,631,573,404,261,4195,1538,6261,3818,4411,5168,3978,2556,38293,12978,55089,276,331,271,145,123,1880,529,2685,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DISTRICT_OF_COLUMBIA,2003,67522,1114061,152599,0,961462,1105963,473414,406078,32193,194278,5168,5659,5920,5158,2971,45706,16828,67702,0,6,1,1,1,15,10,25,108,98,69,65,63,586,303,997,578,525,486,332,243,3653,1337,5568,3447,3872,4304,3583,2055,32152,11051,46650,258,368,223,151,122,1760,527,2545,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,204.9198504,243.0596382,188.3744785,256.4096253
DISTRICT_OF_COLUMBIA,2004,65099,1081501,167020,0,914481,1087040,515377,397800,36180,128227,5432,5387,5300,5189,2820,43405,17725,66562,4,2,3,2,4,17,11,32,91,96,77,59,60,561,298,950,785,646,477,399,254,3892,1583,6260,4209,4269,4515,4558,2361,36942,15276,56427,343,374,228,171,141,1993,557,2893,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DISTRICT_OF_COLUMBIA,2005,62306,1109605,167922,0,941683,1085658,459063,450060,38671,134417,5499,5545,5003,5196,3177,41142,18769,65410,7,13,3,4,0,49,6,62,97,98,69,71,88,549,300,946,762,660,505,397,270,3817,1648,6227,4256,4316,4185,4599,2694,34860,16273,55389,377,458,241,125,125,1867,542,2786,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,211.1222985,245.2157808,190.7873557,254.7879382
DISTRICT_OF_COLUMBIA,2006,59616,1092863,127371,0,965492,1081887,478688,433933,39503,126807,5800,5323,4577,4826,3367,38337,18313,62450,3,5,1,2,2,27,11,41,128,122,68,53,75,590,292,1010,835,645,451,414,227,3782,1537,6154,4421,4073,3808,4235,2949,31961,15954,52336,413,478,249,122,114,1977,519,2909,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DISTRICT_OF_COLUMBIA,2007,56943,1148358,134700,0,1013658,1140506,491992,437772,40703,167103,7146,5306,4807,5182,4002,40295,20242,67683,3,8,7,2,4,31,17,51,122,133,80,60,69,624,265,1011,982,682,479,432,333,4107,1717,6806,5494,3937,3928,4536,3451,33218,17695,56407,545,546,313,152,145,2315,548,3408,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,213.6988988,248.1987424,197.0859504,257.9609958
DISTRICT_OF_COLUMBIA,2008,58191,1224312,85568,0,1138744,1224785,520090,439197,43032,202768,112,4251,3292,2936,2092,26249,10315,36676,112,4251,3292,2936,2092,26249,10315,36676,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DISTRICT_OF_COLUMBIA,2008,58191,1224312,85568,0,1138744,1224785,520090,439197,43032,202768,7451,5122,4595,4540,3444,38190,17891,63532,9,5,4,2,2,31,10,50,133,98,73,64,57,638,227,998,1015,632,513,425,270,4163,1622,6800,5657,3849,3702,3908,2980,30924,15512,52093,629,534,303,141,135,2430,518,3577,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DISTRICT_OF_COLUMBIA,2009,44331,801008,75856,0,725152,805362,330698,370127,38514,66023,8499,5190,4893,4452,3301,37698,17597,63794,5,2,4,1,0,24,11,40,137,109,80,64,58,623,240,1000,1244,622,592,447,317,4343,1761,7348,6333,3835,3860,3777,2806,30025,15035,51393,762,622,355,163,120,2674,550,3986,,,,,,,,,,,,,,,,,4,1,1,1,0,11,6,21,1,1,3,0,0,13,5,19,74,55,41,25,33,299,119,492,63,54,39,39,25,324,121,508,641,317,315,237,150,2219,873,3733,603,305,277,210,167,2124,888,3615,3122,1930,1919,1842,1248,14992,7064,25178,3211,1905,1941,1935,1558,15033,7971,26215,379,325,181,78,61,1410,263,2052,383,297,174,85,59,1264,287,1934,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,219.260141,253.5951869,201.9846377,252.6313808
DISTRICT_OF_COLUMBIA,2009,44331,801008,75856,0,725152,805362,330698,370127,38514,66023,91,4528,3423,2860,2188,26762,9970,36823,91,4528,3423,2860,2188,26762,9970,36823,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,48,2360,1722,1433,1017,13511,4919,18478,43,2168,1701,1427,1171,13251,5051,18345,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,219.260141,253.5951869,201.9846377,252.6313808
DISTRICT_OF_COLUMBIA,2010,43866,1195934,80585,0,1115349,1290048,526469,425379,40837,297363,,4721,3397,2992,2203,27264,9977,,,4721,3397,2992,2203,27264,9977,,,0,0,0,0,0,0,,,0,0,0,0,0,0,,,0,0,0,0,0,0,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,2408,1728,1499,1074,13725,4934,,,2313,1669,1493,1129,13539,5043,,,0,0,0,0,0,0,,,0,0,0,0,0,0,,,0,0,0,0,0,0,,,0,0,0,0,0,0,,,0,0,0,0,0,0,,,0,0,0,0,0,0,,,0,0,0,0,0,0,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DISTRICT_OF_COLUMBIA,2010,43866,1195934,80585,0,1115349,1290048,526469,425379,40837,297363,9581,5939,4877,4307,3407,37867,17632,65080,4,7,3,2,2,22,19,45,121,89,75,61,32,568,184,873,1353,880,623,451,392,4816,1915,8084,7110,4170,3730,3557,2827,29100,14815,51025,858,705,397,202,132,2961,569,4388,6,5,4,4,1,41,12,59,129,83,45,30,21,359,118,606,2,3,1,1,1,9,5,16,2,4,2,1,1,13,14,29,69,39,30,32,16,278,88,435,52,50,45,29,16,290,96,438,672,450,317,224,192,2451,945,4068,681,430,306,227,200,2365,970,4016,3539,2121,1875,1772,1283,14561,7070,25170,3571,2049,1855,1785,1544,14539,7745,25855,441,370,210,92,65,1562,272,2275,417,335,187,110,67,1399,297,2113,2,1,0,2,0,16,6,24,4,4,4,2,1,25,6,35,66,45,24,15,11,191,54,311,63,38,21,15,10,168,64,295,,,,
DISTRICT_OF_COLUMBIA,2011,44199,1283071,155505,0,1127566,1297175,525185,389526,56132,326332,10831,6358,4643,4328,3190,38259,17261,66351,10,6,3,2,5,24,24,58,136,110,90,55,38,566,219,921,1563,980,659,496,330,5102,1894,8559,7904,4436,3373,3522,2656,28806,14351,51061,1034,736,456,219,126,3270,614,4918,18,6,8,2,6,41,23,82,166,84,54,32,29,450,136,752,4,2,3,1,2,14,6,24,6,4,0,1,3,10,18,34,71,67,47,24,18,275,108,454,65,43,43,31,20,291,111,467,760,509,322,259,146,2582,937,4279,803,471,337,237,184,2520,957,4280,3945,2233,1707,1724,1205,14433,6936,25314,3959,2203,1666,1798,1451,14373,7415,25747,531,379,240,116,61,1729,294,2554,503,357,216,103,65,1541,320,2364,7,4,5,1,4,22,11,40,11,2,3,1,2,19,12,42,75,38,21,19,8,240,56,371,91,46,33,13,21,210,80,381,221.8082831,260.4668778,200.6279879,270.6362043
DISTRICT_OF_COLUMBIA,2012,44618,1331006,137742,0,1193264,1189542,594156,266716,44780,283890,11428,6980,4631,4202,3317,39377,17577,68382,20,7,3,5,5,32,25,77,146,97,77,48,46,600,228,974,1678,1116,674,551,425,5564,2126,9368,8193,4763,3353,3321,2655,28902,14294,51389,1167,851,447,227,141,3615,723,5505,7,15,3,2,6,27,22,56,217,131,74,48,39,637,159,1013,7,5,2,3,1,15,11,33,13,2,1,2,4,17,14,44,64,49,45,20,18,296,101,461,82,48,32,28,28,304,127,513,846,582,335,269,205,2792,1090,4728,832,534,339,282,220,2772,1036,4640,4071,2453,1692,1612,1218,14492,6892,25455,4122,2310,1661,1709,1437,14410,7402,25934,600,417,232,130,66,1875,346,2821,567,434,215,97,75,1740,377,2684,3,10,0,2,2,15,12,30,4,5,3,0,4,12,10,26,98,66,35,24,15,334,75,507,119,65,39,24,24,303,84,506,,,,
DISTRICT_OF_COLUMBIA,2013,44179,1300036,129874,0,1170162,1308438,559940,332997,39825,375676,11867,7174,4826,4425,3326,41239,17717,70823,18,11,1,6,3,41,18,77,155,108,77,65,44,629,237,1021,1651,1175,697,622,450,6086,2255,9992,8552,4881,3449,3391,2641,29724,14218,52494,1253,857,494,273,154,4004,796,6053,11,7,9,3,0,52,15,78,227,135,99,65,34,703,178,1108,6,5,0,2,0,17,8,31,12,6,1,4,3,24,10,46,85,45,42,30,18,308,105,498,70,63,35,35,26,321,132,523,830,586,341,319,223,3078,1195,5103,821,589,356,303,227,3008,1060,4889,4226,2438,1709,1733,1183,15010,6914,26150,4326,2443,1740,1658,1458,14714,7304,26344,627,449,262,140,75,2067,406,3100,626,408,232,133,79,1937,390,2953,5,5,4,1,0,21,11,37,6,2,5,2,0,31,4,41,117,58,61,32,16,355,83,555,110,77,38,33,18,348,95,553,228.5672539,265.2593657,205.6139369,274.4595425
DISTRICT_OF_COLUMBIA,2014,44942,1342220,134959,0,1207261,1313289,503349,375966,34409,399565,12049,7273,5264,4525,3421,43084,17634,72767,36,10,7,21,0,93,72,201,163,111,62,60,57,627,239,1029,1587,1153,796,661,365,6581,2394,10562,8478,4887,3689,3407,2773,30521,13841,52840,1476,951,592,317,186,4408,892,6776,10,3,8,4,7,59,17,86,299,158,110,55,33,795,179,1273,18,2,5,12,0,48,37,103,18,8,2,9,0,45,35,98,71,69,27,22,29,315,112,498,92,42,35,38,28,312,127,531,819,591,410,323,182,3322,1292,5433,768,562,386,338,183,3259,1102,5129,4219,2503,1856,1706,1305,15385,6820,26424,4259,2384,1833,1701,1468,15136,7021,26416,757,458,289,161,85,2272,451,3480,719,493,303,156,101,2136,441,3296,5,2,5,3,3,31,8,44,5,1,3,1,4,28,9,42,155,76,59,26,18,378,82,615,144,82,51,29,15,417,97,658,,,,
DISTRICT_OF_COLUMBIA,2015,46155,1382282,146366,0,1235916,1360942,557345,379854,41841,381902,12316,7319,5701,4430,3867,44996,18884,76196,20,21,3,11,3,65,23,108,174,109,85,63,56,655,270,1099,1633,1091,957,670,469,6991,2794,11418,8474,4886,3937,3249,3076,31508,14588,54570,1701,1016,596,373,210,4878,996,7575,15,8,4,6,2,53,17,85,299,188,119,58,51,846,196,1341,12,8,1,5,1,33,11,56,8,13,2,6,2,32,12,52,81,54,44,31,22,345,120,546,93,55,41,32,34,310,150,553,863,531,518,332,228,3558,1492,5913,770,560,439,338,241,3433,1302,5505,4268,2449,1975,1640,1476,16003,7314,27585,4206,2437,1962,1609,1600,15505,7274,26985,880,523,309,204,115,2497,522,3899,821,493,287,169,95,2381,474,3676,10,4,3,2,1,26,11,47,5,4,1,4,1,27,6,38,149,88,52,25,28,402,92,643,150,100,67,33,23,444,104,698,231.3075251,263.0597763,212.3053477,262.6132907
DISTRICT_OF_COLUMBIA,2016,48336,1329719,154922,0,1174797,1322563,594396,369131,43753,315283,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DISTRICT_OF_COLUMBIA,2017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,231.3204621,265.7797706,213.3820088,246.7877554
DOD,1996,,,,,,,,,,,1449,7804,7249,5306,2860,56212,15250,72911,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DOD_-_DOMESTIC,2007,,,,,,,,,,,2668,3331,2568,1319,495,18808,2741,24217,15,27,12,11,4,117,26,158,77,120,109,63,44,781,200,1058,507,649,538,301,151,3888,781,5176,338,525,463,254,79,3298,466,4102,1507,1767,1277,566,158,9265,1020,11792,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DOD_-_DOMESTIC,2009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
